id_klientit,emri,mosha,gjinia,ka_veture,ka_shtepi,numri_femijeve,te_ardhurat_neto_vjetore,numri_diteve_te_punesuar,lloji_profesionit,numri_anetarve_familjes,punetor_migrant,pagesat_vjetore_te_borxhit,limiti_kreditit,perdorimi_limitit_kreditit(%),piket_kreditit,mospagesat_meparshme,mospagesa_6_muajt_fundit,mospagesa_kreditit
30126,Koli Sina,50,F,Po,Po,1.0,174485.18,6745.0,Punëtorë të thjeshtë,3.0,Po,15299.71,28352.77,11,943.0,0,Jo,Jo
25358,Aleksandra Vogel,33,M,Jo,Po,0.0,181757.76,365244.0,Panjohur,2.0,Jo,35739.02,23059.43,59,945.0,0,Jo,Jo
21540,Petrit Shkodra,42,M,Jo,Po,1.0,61632.79,1328.0,Staf i shitjeve,3.0,Po,15585.8,9936.21,36,656.0,0,Jo,Jo
27289,Enes Gashi,32,M,Jo,Po,0.0,142264.05,1072.0,Staf i shitjeve,2.0,Jo,24016.46,19619.17,67,875.0,0,Jo,Jo
25993,Baja Serjanaj,27,F,Jo,Po,0.0,320770.34,2488.0,Punëtorë të thjeshtë,2.0,Jo,23244.36,76077.43,93,509.0,2,Jo,Po
26882,Gesti Gumeni,32,M,Po,Po,2.0,136905.24,365241.0,Panjohur,4.0,Jo,31362.68,34965.55,96,909.0,0,Jo,Jo
38015,Gezim Mlloja,24,F,Jo,Po,0.0,258176.88,12657.0,Kontabilist,2.0,Po,20131.11,67991.37,84,653.0,0,Jo,Po
55130,Greis Regi,48,F,Jo,Po,0.0,235625.0,2338.0,Staf qëndror,2.0,Jo,52202.51,28645.77,54,902.0,0,Jo,Jo
17162,Haxhi Kastrati,51,M,Jo,Po,0.0,199186.78,1001.0,Staf qëndror,1.0,Jo,10905.81,65226.1,37,947.0,0,Jo,Jo
43869,Eni Baci,48,M,Jo,Jo,0.0,216192.69,2350.0,Staf qëndror,2.0,Jo,44412.66,51539.52,38,829.0,0,Jo,Jo
33079,Hajdar Letaj,54,M,Po,Po,0.0,290724.2,1087.0,Menaxher,1.0,Jo,20785.92,66511.07,78,801.0,0,Jo,Jo
12038,Fizbuk Fizbuk,50,F,Po,Po,0.0,170674.86,1016.0,Staf sigurimi,2.0,Po,23986.41,48905.51,66,780.0,0,Jo,Jo
19879,Itjana Broci,32,M,Jo,Jo,1.0,171578.53,2172.0,Staf qëndror,3.0,Jo,22750.68,30300.69,2,804.0,0,Jo,Jo
46321,Gerald Taflaj,38,M,Jo,Jo,1.0,123739.58,397.0,Staf i shitjeve,3.0,Po,12773.11,29426.65,80,925.0,0,Jo,Jo
34791,Armand Hoxha,32,F,Jo,Po,0.0,119334.19,1321.0,Panjohur,2.0,Jo,24001.29,36168.21,10,843.0,0,Jo,Jo
50333,Manjola Vrioni,45,M,Jo,Po,0.0,107352.06,365246.0,Panjohur,1.0,Jo,17732.05,22830.65,4,654.0,0,Jo,Jo
24045,Rifat Mehmedaj,44,F,Jo,Po,1.0,81999.3,346.0,Stafi i teknologjisë së lartë,3.0,Jo,23237.22,9989.5,52,820.0,0,Jo,Jo
2376,Sidita Lishi,26,F,Jo,Po,0.0,146348.99,704.0,Staf i shitjeve,2.0,Jo,47880.99,42425.63,95,516.0,1,Po,Po
39537,Ar Spahija,45,M,Po,Po,0.0,201124.74,5378.0,Staf i shitjeve,2.0,Jo,42540.59,68559.33,83,600.0,1,Po,Po
18445,Osarjo Brojaj,46,M,Jo,Jo,0.0,230322.51,1030.0,Agjent i patundshmërisë,1.0,Jo,55458.26,53903.48,88,643.0,1,Po,Po
17609,Fatos Ndrecaj,50,M,Jo,Po,0.0,406025.79,846.0,Staf i shitjeve,2.0,Jo,45004.17,41983.04,79,685.0,0,Jo,Jo
38363,Sulejman Kurti,37,M,Jo,Jo,0.0,190250.1,2695.0,Panjohur,1.0,Jo,9580.25,39635.86,81,570.0,1,Po,Po
45156,Izmir Shabaj,30,F,Po,Jo,0.0,288093.18,3059.0,Staf qëndror,2.0,Po,52447.51,40415.73,77,798.0,0,Jo,Jo
3896,Ganxhe Lacinaj,49,M,Jo,Po,0.0,273962.19,365244.0,Panjohur,2.0,Jo,37731.51,48389.01,75,764.0,0,Jo,Jo
18850,Elmir Xhilaj,25,F,Po,Po,1.0,215927.84,3295.0,Shofer,3.0,Po,53672.12,45139.75,66,824.0,0,Jo,Jo
65695,Bruna Shelinaj Deda,52,M,Jo,Po,0.0,139312.08,796.0,Staf i shitjeve,1.0,Jo,56053.47,28200.91,74,570.0,1,Po,Po
39731,Elton Dajani,50,M,Po,Po,0.0,165895.16,282.0,Shofer,2.0,Jo,61972.99,18632.22,6,892.0,0,Jo,Jo
6531,Mark Gjeka,51,M,Jo,Po,0.0,274590.63,1834.0,Menaxher,2.0,Jo,45143.11,64608.6,23,697.0,0,Jo,Jo
25341,Ali Kruja,30,M,Jo,Po,0.0,116799.81,999.0,Shofer,2.0,Jo,11894.76,18361.56,50,776.0,0,Jo,Jo
36266,Leonard Ujka,38,M,Po,Po,0.0,186837.57,2617.0,Shofer,1.0,,43086.93,36750.72,16,945.0,0,Jo,Jo
20259,Paloke Paloke,30,F,Jo,Jo,1.0,154337.15,6672.0,Staf qëndror,3.0,Jo,46261.13,21845.78,75,667.0,0,Jo,Jo
62390,Vjollca Mhillaj,48,M,Jo,Jo,0.0,141840.22,1419.0,Staf gatimi,2.0,Jo,29440.54,28485.16,86,743.0,0,Jo,Jo
51492,Lisi Selimaj,50,M,Jo,Jo,0.0,142166.17,441.0,Staf i shitjeve,2.0,Jo,39651.87,38127.92,77,561.0,1,Po,Po
21826,Luan Vuksani,39,M,Jo,Po,0.0,89365.08,1571.0,Punëtorë të thjeshtë,1.0,Jo,25825.46,11852.41,37,751.0,0,Jo,Jo
62831,Tiku Eni,31,M,Po,Po,0.0,167394.8,229.0,Punëtorë të thjeshtë,2.0,Jo,14100.78,54822.28,98,820.0,0,Jo,Jo
12744,Kristaq Veliu,26,M,Jo,Po,0.0,187946.03,2456.0,Staf i shitjeve,2.0,Jo,32288.8,55953.1,88,717.0,0,Jo,Jo
27625,Egrilson Marku,43,M,Jo,Jo,0.0,353791.6,365248.0,Panjohur,1.0,Jo,52754.62,86842.45,63,777.0,0,Jo,Jo
13146,Smajl Bracaj,32,M,Jo,Jo,0.0,298216.37,400.0,Panjohur,1.0,Jo,13744.92,75899.57,59,763.0,0,Jo,Jo
9125,Iheshtur Gjithmon,27,M,Jo,Po,0.0,312901.7,7136.0,Staf qëndror,2.0,Jo,15704.39,64195.14,13,864.0,0,Jo,Jo
63428,Zeke Mernacaj,45,M,Jo,Jo,0.0,212820.96,1840.0,Panjohur,1.0,Jo,55856.96,65609.7,77,639.0,1,Po,Po
26757,Roland Cara,40,M,Po,Jo,2.0,261163.57,1141.0,Panjohur,4.0,Po,14001.56,69304.56,70,811.0,0,Jo,Jo
433,Dritan Nika,32,M,Jo,Po,1.0,172485.07,3883.0,Staf i shitjeve,3.0,Jo,57003.69,29782.82,39,873.0,0,Jo,Jo
19858,Alekss Sheu,23,M,Po,Jo,0.0,122122.65,,Punëtorë të thjeshtë,2.0,Jo,25893.72,38634.07,14,939.0,0,Jo,Jo
24510,Besnik Karmaj,47,M,Jo,Po,1.0,169033.77,190.0,Punëtorë të thjeshtë,3.0,Jo,34480.83,35884.72,7,708.0,0,Jo,Jo
37575,Lende Druri Fredi,45,M,Jo,Po,0.0,376787.5,365244.0,Panjohur,2.0,Jo,26155.77,81027.67,79,722.0,0,Jo,Jo
44794,Leonard Lleshi,54,M,Jo,Jo,0.0,204123.28,1940.0,Shofer,2.0,Po,21488.93,54546.41,98,730.0,0,Jo,Jo
12615,Shkelqim Ramadani,23,M,Jo,Po,1.0,718718.12,390.0,Panjohur,3.0,Po,79305.76,212534.25,11,795.0,0,Jo,Jo
22370,Tonin Fizi,35,F,Jo,Po,0.0,160645.18,355.0,Punëtorë të thjeshtë,1.0,Jo,17921.5,27678.04,6,705.0,0,Jo,Jo
35696,Ornela Xh Beshello,33,M,Jo,Jo,0.0,59721.27,358.0,Punëtorë të thjeshtë,2.0,Jo,14035.67,17518.6,12,890.0,0,Jo,Jo
49780,Bledar Maxhari,37,M,Po,Po,,448634.49,1164.0,Menaxher,3.0,Jo,42724.98,48226.76,10,916.0,0,Jo,Jo
35503,Xhulio Koleci,37,M,Jo,Po,2.0,370234.76,532.0,Staf i shitjeve,4.0,Po,54605.38,41785.91,86,699.0,0,Jo,Jo
62578,Ergis Celepija,31,M,Po,Po,1.0,467605.0,5939.0,Panjohur,3.0,Jo,26256.16,127431.49,44,785.0,0,Jo,Jo
61595,Dorjan Dibra,36,M,Jo,Jo,3.0,254078.11,739.0,Staf qëndror,5.0,Jo,16105.86,31175.52,87,915.0,0,Jo,Jo
16805,Zana Pusi,50,F,Jo,Po,0.0,208852.31,3077.0,Staf i shitjeve,2.0,Jo,18414.6,39727.28,74,748.0,0,Jo,Jo
25538,Fatime Faganidushi,33,F,Jo,Po,2.0,94820.75,514.0,Staf qëndror,4.0,Jo,43367.49,26296.75,95,683.0,0,Jo,Jo
20852,Silva Lleshi,32,F,Jo,Po,0.0,182241.31,2066.0,Menaxher,2.0,Jo,21851.51,29545.8,72,679.0,0,Jo,Po
5192,Suela Mihajli,39,M,Po,Po,0.0,296218.64,1689.0,Punëtorë të thjeshtë,2.0,Jo,44564.55,48428.78,51,893.0,0,Jo,Jo
51232,Gojart Salja,44,F,Jo,Po,2.0,79273.9,109.0,Staf qëndror,4.0,Jo,19154.77,26120.45,68,725.0,0,Jo,Jo
9402,Xhulia Xhulia,52,M,Jo,Jo,0.0,281683.12,8981.0,Staf mjekësor,1.0,Jo,46550.97,97339.81,63,746.0,0,Jo,Jo
49463,Shpetim Beci,46,M,Jo,Po,2.0,116777.33,5394.0,Punëtorë të thjeshtë,4.0,Jo,22248.75,26003.21,94,913.0,0,Jo,Jo
22029,Esi Radaj,52,F,Jo,Po,0.0,89764.76,403.0,Staf pastrimi,2.0,Po,32171.73,12059.56,73,665.0,0,Jo,Jo
5144,Elvisa Husi,29,M,Po,Po,0.0,491380.68,4069.0,Menaxher,1.0,Po,60564.39,62311.69,17,795.0,0,Jo,Jo
55124,Admir Dauti,25,F,Po,Po,0.0,92929.3,1203.0,Menaxher,2.0,Jo,28123.54,11236.67,4,848.0,0,Jo,Jo
14166,Imelda Dauti,30,F,Jo,Jo,2.0,173125.44,1391.0,Kontabilist,4.0,Jo,32037.9,41025.25,91,556.0,1,Po,Po
51033,Edmond Geshtenja,28,M,Jo,Po,2.0,106835.2,1604.0,Staf qëndror,4.0,Jo,31310.35,36665.7,25,897.0,0,Jo,Jo
19503,Madison Pjetri,27,M,Po,Po,2.0,393775.33,4315.0,Punëtorë të thjeshtë,4.0,Po,33531.19,60392.67,7,908.0,0,Jo,Jo
24357,Fran Lulaj,24,M,Jo,Jo,0.0,129835.83,2298.0,Staf i shitjeve,1.0,Jo,13769.92,39405.42,40,725.0,0,Jo,Jo
9734,Luli Ramolli,30,M,Jo,Po,0.0,168025.7,9313.0,Staf mjekësor,1.0,Jo,47424.41,42440.74,52,883.0,0,Jo,Jo
53118,Kujtim Gjorreta,53,M,Po,Po,0.0,211043.42,1367.0,Staf i shitjeve,2.0,Jo,7614.92,29969.96,14,886.0,0,Jo,Jo
62766,Fred Delaj,32,M,Jo,Po,0.0,137205.5,1739.0,Staf sigurimi,1.0,Po,14518.15,32821.1,12,778.0,0,Jo,Jo
17697,Festim Rrjodhi,53,M,Jo,Po,0.0,94527.22,365247.0,Panjohur,1.0,Jo,15709.05,13083.87,13,687.0,0,Jo,Jo
22080,Brigen Katalina,42,M,Jo,Po,0.0,196352.88,2136.0,Staf i shitjeve,2.0,Po,9713.08,37463.49,11,729.0,0,Jo,Jo
56110,Mario Malai,45,M,Jo,Po,0.0,78860.47,365248.0,Panjohur,2.0,Jo,11616.25,24651.19,96,744.0,0,Jo,Jo
9231,Suada Miruku Lamkollari,54,M,Jo,Po,0.0,271445.46,1272.0,Panjohur,1.0,Jo,37537.13,58748.82,74,835.0,0,Jo,Jo
9531,Donik Aliaj,50,F,Jo,Po,0.0,196567.35,3856.0,Panjohur,2.0,Jo,47047.63,60820.94,50,809.0,0,Jo,Jo
65023,Najada Anamali,34,M,Jo,Po,,172299.27,1001.0,Staf i shitjeve,4.0,Jo,32680.76,67017.14,30,766.0,0,Jo,Jo
48263,Stiv Bala,27,M,Jo,Po,0.0,105112.51,1397.0,Staf i shitjeve,1.0,Jo,7752.05,21433.95,22,875.0,0,Jo,Jo
27845,Aleks Lleshi,54,F,Po,Po,3.0,146320.07,867.0,Menaxher,5.0,Jo,30632.72,22031.47,10,734.0,0,Jo,Jo
28642,Ylli Detit,34,M,Jo,Jo,0.0,144681.85,3112.0,Staf i shitjeve,2.0,Jo,23117.35,36157.8,76,686.0,0,Jo,Jo
31215,Alfred Vellku,45,F,Jo,Po,1.0,307864.7,1894.0,Stafi i teknologjisë së lartë,3.0,Jo,53647.88,71005.85,34,724.0,0,Jo,Jo
27515,Alma Begaj,38,F,Jo,Jo,0.0,249637.69,1805.0,Staf i shitjeve,2.0,Po,71781.96,53831.1,21,772.0,0,Jo,Jo
1228,Tanusha Babaj,53,M,Jo,Jo,3.0,537691.4,2123.0,Menaxher,5.0,Jo,35903.03,136992.33,32,796.0,0,Jo,Jo
3266,Bledi Osja,49,M,Jo,Po,0.0,179544.63,365249.0,Panjohur,2.0,Jo,20883.47,49283.49,24,698.0,0,Jo,Jo
3514,N Gjoni Guri,31,M,Jo,Po,0.0,174987.54,365250.0,Panjohur,2.0,Jo,6240.06,28687.62,91,820.0,0,Jo,Jo
14175,Ri Di,38,M,Po,Po,0.0,209226.01,2139.0,Punëtorë të thjeshtë,2.0,Po,27011.7,69887.68,80,659.0,0,Jo,Jo
22111,Ilir Spata,30,M,Jo,Po,0.0,169099.63,2761.0,Stafi i teknologjisë së lartë,2.0,Jo,32376.84,40105.06,51,799.0,0,Jo,Jo
2264,Gjelosh Dedndreaj,38,M,Jo,Jo,,78381.81,1840.0,Panjohur,3.0,Jo,23452.2,16229.17,63,825.0,0,Jo,Jo
47582,Fatbardh Cukaj,23,M,Jo,Po,2.0,440729.93,570.0,Staf qëndror,4.0,Jo,91568.88,47429.88,89,839.0,0,Jo,Jo
37322,Lazer Pjetri,45,M,Jo,Jo,0.0,216229.05,3500.0,Staf mjekësor,1.0,,20537.09,53900.36,91,838.0,0,Jo,Jo
11342,Enis Culaj,55,M,Jo,Po,0.0,80923.41,1284.0,Staf pastrimi,1.0,Jo,14383.16,13484.58,12,850.0,0,Jo,Jo
54992,Mirsad Shk,39,M,Po,Po,0.0,157462.31,7245.0,Menaxher,1.0,Jo,19421.6,28427.99,74,762.0,0,Jo,Jo
42394,Edi Jahja,41,M,Jo,Po,0.0,97638.39,143.0,Panjohur,1.0,Jo,12930.53,32211.01,22,684.0,0,Jo,Jo
1263,Esmirald Tallalli,46,M,Jo,Jo,2.0,84271.29,1402.0,Menaxher,4.0,Jo,18648.7,17942.15,18,712.0,0,Jo,Jo
31465,Rrok Kolndrekaj,30,F,Jo,Jo,0.0,153012.76,3683.0,Punëtorë të thjeshtë,2.0,Jo,12580.72,16383.67,1,689.0,0,Jo,Jo
13687,Anila Shehu,23,M,Jo,Po,0.0,136189.46,365240.0,Panjohur,1.0,Jo,37527.56,31648.23,93,795.0,0,Jo,Jo
52834,Sabah Buzalli,33,M,Jo,Jo,0.0,86067.68,1579.0,Staf i shitjeve,2.0,Jo,24025.94,16793.11,66,781.0,0,Jo,Jo
41131,Broz Simoni,27,M,Po,Po,1.0,152067.44,929.0,Punëtorë të thjeshtë,3.0,Jo,34208.02,38018.85,62,871.0,0,Jo,Jo
30152,Mark Pemaj,55,M,Jo,Po,1.0,252794.11,4342.0,Punëtorë të thjeshtë,2.0,Jo,15040.05,71191.24,45,812.0,0,Jo,Jo
60331,Shqiptar Letaj,49,M,Jo,Jo,0.0,176955.43,4131.0,Staf qëndror,2.0,Po,13243.74,53535.46,60,941.0,0,Jo,Jo
17145,Sabah Ujka,51,M,Jo,Jo,0.0,241759.97,1127.0,Staf qëndror,2.0,Jo,35435.7,53399.45,12,670.0,0,Jo,Jo
46348,Bajram Lutfije Vukaj,30,M,Po,Jo,0.0,415866.14,365252.0,Panjohur,2.0,Jo,76165.01,74636.38,57,853.0,0,Jo,Jo
8776,Bardh Marku,32,M,Po,Po,0.0,233429.19,365251.0,Panjohur,2.0,Jo,37210.35,68875.25,98,654.0,0,Jo,Jo
55911,Luciano Gazulli,23,M,Jo,Jo,0.0,95712.93,365246.0,Panjohur,1.0,Jo,13112.51,18598.61,90,856.0,0,Jo,Jo
4421,Aldo Pjetri,30,M,,Jo,0.0,174678.12,401.0,Shofer,2.0,Po,18753.79,18699.09,96,941.0,0,Jo,Jo
32640,Ela Dho,25,M,Jo,Po,2.0,226619.76,714.0,Punëtorë të pakualifikuar,4.0,Jo,10294.62,69721.83,46,948.0,0,Jo,Jo
62893,Niko Nikolas,34,M,Jo,Po,0.0,126252.37,3717.0,Punëtorë të thjeshtë,1.0,Jo,25495.03,44200.73,30,710.0,0,Jo,Jo
46197,Juri Bardhi,29,F,Jo,Jo,0.0,116798.16,660.0,Shofer,2.0,Jo,43639.16,23627.71,25,849.0,0,Jo,Jo
29427,Xheneta Hasanaj,35,M,Jo,Jo,0.0,171378.65,4346.0,Staf qëndror,2.0,Jo,13899.45,26850.57,26,779.0,0,Jo,Jo
62494,Andi Sina,42,F,Po,Jo,0.0,1043128.14,1253.0,Menaxher,1.0,Jo,103966.55,220488.89,72,926.0,0,Jo,Jo
63924,Matilda Voci,35,F,Jo,Po,0.0,106292.76,365241.0,Panjohur,2.0,Jo,33101.51,38203.11,56,932.0,0,Jo,Jo
21384,Ana Lleshi,40,M,Jo,Po,0.0,222749.01,1582.0,Staf gatimi,2.0,Jo,21091.22,36463.01,87,817.0,0,Jo,Jo
48731,Elton Beqiri,27,M,Po,Po,0.0,174167.54,290.0,Shofer,2.0,Jo,45912.23,30781.76,71,883.0,0,Jo,Jo
24758,Bardhok Dedgjonaj,27,F,Po,Po,0.0,95797.8,3192.0,Staf pastrimi,2.0,Po,31087.46,27909.74,20,905.0,0,Jo,Jo
28621,Merita Shpatina,33,M,Jo,Po,0.0,159127.66,365241.0,Panjohur,1.0,Jo,26105.63,47884.65,88,667.0,0,Jo,Jo
25595,Hoca Hocaj,39,M,Po,Jo,1.0,371886.56,1526.0,Punëtorë të thjeshtë,3.0,Po,39674.22,83858.05,73,660.0,0,Jo,Jo
29247,Shkelqim Astregu,55,M,Jo,Po,1.0,172926.55,2043.0,Staf mjekësor,3.0,Jo,10380.07,19211.46,88,885.0,0,Jo,Jo
58117,Zogu Imir,39,M,Jo,Jo,0.0,197853.4,2637.0,Staf i shitjeve,2.0,Jo,20466.68,36987.91,22,658.0,0,Jo,Jo
64607,Ardian Patani,37,M,Jo,Jo,0.0,229089.43,5108.0,Panjohur,1.0,Jo,62049.11,72330.06,52,827.0,0,Jo,Jo
33681,Samuel Eli Smakaj,43,M,Jo,Po,0.0,188908.68,665.0,Staf i gastronomisë,2.0,Jo,24058.88,41770.43,10,754.0,0,Jo,Jo
42448,Ako Kio,39,F,Jo,Po,0.0,94884.94,365246.0,Panjohur,2.0,,17674.33,16131.97,18,720.0,0,Jo,Jo
35091,Shkelqim Kastrati,42,F,Po,Po,0.0,234970.91,2703.0,Punëtorë të thjeshtë,2.0,Po,34178.59,29229.3,26,902.0,0,Jo,Jo
37812,Gentiana Lila,32,F,Jo,Po,2.0,1041396.95,4473.0,Menaxher,4.0,Jo,35180.06,225400.02,98,594.0,1,Po,Po
46010,Tolellari Lirie,29,F,Po,Po,0.0,164088.47,1223.0,Panjohur,2.0,Jo,21720.52,36464.62,23,820.0,0,Jo,Jo
65903,Mimoza Deda,39,M,Po,Po,0.0,103153.16,1096.0,Shofer,2.0,Jo,104959.66,19424.05,70,845.0,0,Jo,Jo
14924,Eduard Shehi,29,M,Jo,Po,0.0,260441.44,365250.0,Panjohur,1.0,Jo,27238.86,29384.7,34,812.0,0,Jo,Jo
25113,Kristo Kristo,46,F,Po,Po,0.0,176854.63,10224.0,Staf qëndror,2.0,Jo,38001.16,61093.38,60,910.0,0,Jo,Jo
18323,Albina Berisha,29,M,Po,Po,0.0,226273.88,1353.0,Shofer,2.0,Jo,33824.11,69580.99,99,860.0,0,Jo,Jo
25082,Ozil Mesiot,27,M,Jo,Jo,0.0,180868.37,354.0,Punëtorë të thjeshtë,2.0,Jo,57035.39,60152.83,69,812.0,0,Jo,Jo
6234,Samel Ferracaku,40,F,Jo,Jo,2.0,100544.81,2004.0,Staf qëndror,4.0,Po,17102.25,15042.2,81,845.0,0,Jo,Jo
16813,Merita Uraj,29,M,Jo,Po,0.0,113230.3,365245.0,Panjohur,1.0,Jo,9523.07,26096.26,45,937.0,0,Jo,Jo
64489,Rifat Seferaj,53,M,Po,Po,2.0,462894.69,2918.0,Menaxher,4.0,Jo,20296.93,103002.03,80,707.0,0,Jo,Jo
18595,Pjeter Kola,53,M,Jo,Po,0.0,73161.6,2981.0,Punëtorë të thjeshtë,2.0,Po,42323.14,20776.0,90,821.0,0,Jo,Jo
21432,Sander Illija,55,M,Po,Po,1.0,144068.8,2704.0,Menaxher,3.0,Jo,25654.5,36485.66,25,869.0,0,Jo,Jo
14299,Zenit Shkreli,44,F,Po,Po,2.0,276360.43,365244.0,Panjohur,4.0,Jo,35872.99,96186.21,18,828.0,0,Jo,Jo
62439,Anejda Neda,26,M,Jo,Po,0.0,172424.85,2666.0,Kontabilist,2.0,Jo,50877.49,40551.23,93,853.0,0,Jo,Jo
54431,Gent Idrizi,54,M,Jo,Po,2.0,95506.25,,Staf i shitjeve,4.0,Jo,26610.87,25933.43,92,783.0,0,Jo,Jo
28506,Iliguri Iliguri,28,F,Jo,Jo,0.0,111407.48,156.0,Panjohur,2.0,Jo,13204.91,26577.64,12,712.0,0,Jo,Jo
21320,Marije Corri,23,F,Jo,Jo,0.0,214403.93,9547.0,Panjohur,1.0,Jo,20764.43,40062.62,27,770.0,0,Jo,Jo
11621,Anisa Kurti,26,M,Jo,Po,0.0,118522.64,6215.0,Punëtorë të thjeshtë,2.0,Jo,16594.44,16960.06,82,895.0,0,Jo,Jo
29937,Daniel Lloshi,39,M,Po,Po,,215786.72,1071.0,Punëtorë të thjeshtë,1.0,Jo,31702.56,33097.94,81,846.0,0,Jo,Jo
41686,Niko Lulja,23,M,Jo,Po,0.0,96591.42,112.0,Staf i shitjeve,2.0,Jo,23688.6,12077.08,73,797.0,0,Jo,Jo
42296,Artan Lulja,42,F,Jo,Po,0.0,66657.62,1255.0,Staf qëndror,2.0,Po,21144.19,9481.29,78,801.0,0,Jo,Jo
36664,Umu Esma,23,M,Jo,Jo,0.0,237404.97,365240.0,Panjohur,1.0,Jo,36220.73,49594.2,58,691.0,0,Jo,Jo
20221,Kev Lala,36,F,Jo,Po,1.0,103708.25,9157.0,Panjohur,3.0,Jo,5415.71,28060.43,31,801.0,0,Jo,Jo
36741,Eri Konomi,52,M,Jo,Po,1.0,226438.59,753.0,Staf i shërbimeve private,3.0,Jo,24080.51,31591.31,33,708.0,0,Jo,Jo
27700,Mimi Tila,51,M,Jo,Po,1.0,98208.49,680.0,Panjohur,3.0,Po,17897.05,22945.41,17,700.0,0,Jo,Jo
51137,Lenci Belgjik,27,M,Jo,Po,0.0,147792.94,365241.0,Panjohur,2.0,Jo,34499.31,30843.74,70,826.0,0,Jo,Jo
50991,Ben Doku,46,F,Jo,Po,0.0,152686.08,3616.0,Panjohur,2.0,Jo,21904.06,25864.0,55,804.0,0,Jo,Jo
58675,Evisa Hoxha,36,M,Jo,Jo,2.0,287826.99,1694.0,Menaxher,3.0,Po,86781.85,94029.6,78,707.0,0,Jo,Jo
60452,Kreshnik Ymeri,45,F,Jo,Po,1.0,308480.04,1083.0,Stafi i teknologjisë së lartë,3.0,Jo,22969.02,51329.38,81,735.0,0,Jo,Jo
32986,Nezihat Berdica,54,M,Jo,Po,1.0,138018.83,484.0,Panjohur,3.0,Jo,35566.44,14912.79,28,684.0,0,Jo,Jo
29532,Sadik Metvelaj,38,M,Jo,Po,1.0,474532.25,642.0,Menaxher,2.0,Po,16660.52,98422.38,2,902.0,0,Jo,Jo
28021,Perparim Smakaj,33,F,Po,Jo,2.0,171536.66,2095.0,Staf i shitjeve,4.0,Jo,20396.75,42360.97,55,697.0,0,Jo,Jo
44932,Mustafe Dhe Gjystina Vatoci,53,F,Jo,Po,0.0,174363.4,3708.0,Staf qëndror,1.0,Jo,46188.99,28790.19,39,701.0,0,Jo,Jo
40478,Egla Egla,51,F,Po,Po,0.0,109618.37,1493.0,Staf sigurimi,2.0,Jo,23545.28,23186.76,53,704.0,0,Jo,Jo
32322,Sofie Hoxha,32,M,Jo,Po,0.0,158945.48,365243.0,Panjohur,1.0,Jo,21352.44,39912.33,5,924.0,0,Jo,Jo
44930,Gysi Kaonit,42,M,Po,Jo,1.0,275931.24,1024.0,Panjohur,3.0,Jo,24963.86,52443.54,39,867.0,0,Jo,Jo
46046,Mikel Juljana Zefi,32,F,Po,Jo,0.0,161575.27,2723.0,Punëtorë të thjeshtë,2.0,Jo,27331.06,40646.05,97,854.0,0,Jo,Jo
52131,Shkoder Alb,27,M,Jo,Po,0.0,327837.77,243.0,Panjohur,2.0,Jo,31057.87,113846.81,51,905.0,0,Jo,Jo
50898,Refail Landa,24,F,Po,Po,0.0,231891.31,302.0,Shofer,2.0,Po,56169.95,28069.36,89,681.0,0,Jo,Jo
43780,Arjola Kraja,40,M,Po,Po,2.0,211880.08,5114.0,Punëtorë të thjeshtë,4.0,Jo,34078.88,48320.26,24,666.0,0,Jo,Jo
64660,Ess Eeww,32,M,Jo,Jo,0.0,78390.63,868.0,Staf sigurimi,1.0,Jo,17111.96,10094.65,44,920.0,0,Jo,Jo
45265,Besmir Qershija,27,M,Po,Po,0.0,224553.47,3933.0,Shofer,2.0,Jo,49339.82,86882.26,52,833.0,0,Jo,Jo
14775,Xhevo Xhevahir,38,M,Jo,Po,0.0,126363.11,365248.0,Panjohur,2.0,Jo,18241.15,29708.43,82,921.0,0,Jo,Jo
45347,Denis Mirashi,32,M,Jo,Po,0.0,193535.49,1743.0,Panjohur,1.0,Jo,33688.52,25816.11,76,930.0,0,Jo,Jo
30650,Lulzim Zyberi,46,F,Jo,Po,0.0,89277.78,365250.0,Panjohur,2.0,Jo,22513.45,16538.85,66,657.0,0,Jo,Jo
47206,Benars Isufi,42,F,Jo,Po,0.0,320039.09,365244.0,Panjohur,2.0,Jo,49927.04,87602.68,45,907.0,0,Jo,Jo
35522,Nikoleta Vata,53,M,Po,Po,0.0,95401.67,1492.0,Staf gatimi,2.0,Po,60310.55,18794.18,51,742.0,0,Jo,Jo
12153,Sergjo Xhecuka,29,F,Jo,Po,1.0,123286.26,1689.0,Staf i shitjeve,2.0,Jo,42058.58,25139.0,53,935.0,0,Jo,Jo
53374,Tefta Celi,39,M,Jo,Jo,0.0,99655.11,365248.0,Panjohur,1.0,Jo,13318.97,22602.21,8,907.0,0,Jo,Jo
4022,Niku Meko,40,F,Jo,Po,0.0,129925.31,7012.0,Staf qëndror,2.0,Jo,41399.14,15836.62,46,735.0,0,Jo,Jo
52714,Valbona Kalaja Haxhia,45,M,Po,Jo,0.0,434787.1,7134.0,Staf qëndror,2.0,Jo,43890.23,56539.73,42,918.0,0,Jo,Jo
47247,Maya Maia,46,M,Jo,Po,0.0,285353.54,365250.0,Panjohur,2.0,Jo,62365.41,101818.17,90,655.0,0,Jo,Jo
11299,Markel Martini,42,M,Jo,Po,0.0,233966.86,365241.0,Panjohur,2.0,Jo,45163.3,34093.3,72,853.0,0,Jo,Jo
